API Key,depth,2023
RevenueFromContractWithCustomerExcludingAssessedTax,1,5992000000
CurrentFederalTaxExpenseBenefit,2,5000000
CurrentStateAndLocalTaxExpenseBenefit,2,2000000
DeferredFederalIncomeTaxExpenseBenefit,2,0
DeferredStateAndLocalIncomeTaxExpenseBenefit,2,0
NetIncomeLossAvailableToCommonStockholdersDiluted,0,-352000000
NetIncomeLossAvailableToCommonStockholdersBasic,1,-352000000
NetIncomeLoss,2,-352000000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,5,-300000000
OperatingIncomeLoss,7,429000000
EquitySecuritiesFvNiRealizedGainLoss,12,-13000000
CostOfRevenue,9,1156000000
ResearchAndDevelopmentExpense,10,1425000000
AmortizationOfIntangibleAssets,12,24000000
OtherDepreciationAndAmortization,11,138000000
RestructuringCharges,11,113000000
AssetImpairmentCharges,11,113000000
GoodwillImpairmentLoss,13,0
ImpairmentOfIntangibleAssetsExcludingGoodwill,13,0
OperatingLeaseImpairmentLoss,13,75000000
EquityMethodInvestmentOtherThanTemporaryImpairment,12,0
ImpairmentOfLeasehold,12,37000000
ImpairmentOfLongLivedAssetsHeldForUse,13,113000000
SellingAndMarketingExpense,10,1186000000
AdvertisingExpense,12,542000000
GeneralAndAdministrativeExpense,10,836000000
AllocatedShareBasedCompensationExpense,11,899000000
ProvisionForDoubtfulAccounts,9,27000000
InvestmentIncomeNonoperating,8,13000000
OtherNonoperatingIncomeExpense,8,-304000000
GainsLossesOnExtinguishmentOfDebt,8,-377000000
IncomeLossFromEquityMethodInvestments,6,-4000000
IncomeTaxExpenseBenefit,5,52000000
CurrentIncomeTaxExpenseBenefit,6,41000000
CurrentForeignTaxExpenseBenefit,7,34000000
CurrentFederalTaxExpenseBenefit,8,5000000
CurrentStateAndLocalTaxExpenseBenefit,8,2000000
DeferredIncomeTaxExpenseBenefit,6,11000000
DeferredForeignIncomeTaxExpenseBenefit,7,11000000
DeferredFederalIncomeTaxExpenseBenefit,8,0
DeferredStateAndLocalIncomeTaxExpenseBenefit,8,0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,6,36000000
TaxAdjustmentsSettlementsAndUnusualProvisions,6,196000000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,2,0
