API Key,depth,2023
RevenueFromContractWithCustomerExcludingAssessedTax,1,9917000000.0
CurrentFederalTaxExpenseBenefit,2,19000000.0
CurrentStateAndLocalTaxExpenseBenefit,2,8000000.0
DeferredFederalIncomeTaxExpenseBenefit,2,-2410000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit,2,-461000000.0
NetIncomeLossAvailableToCommonStockholdersDiluted,0,4795000000.0
NetIncomeLossAvailableToCommonStockholdersBasic,1,4792000000.0
NetIncomeLoss,2,4792000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,5,2102000000.0
OperatingIncomeLoss,7,1518000000.0
SubleaseIncome,10,
EquitySecuritiesFvNiRealizedGainLoss,12,-13000000.0
CostOfRevenue,9,1703000000.0
ResearchAndDevelopmentExpense,10,1722000000.0
AmortizationOfIntangibleAssets,12,13000000.0
OtherDepreciationAndAmortization,11,44000000.0
RestructuringCharges,11,0.0
AssetImpairmentCharges,11,0.0
GoodwillImpairmentLoss,13,0.0
ImpairmentOfIntangibleAssetsExcludingGoodwill,13,0.0
OperatingLeaseImpairmentLoss,13,81000000.0
EquityMethodInvestmentOtherThanTemporaryImpairment,12,0.0
ImpairmentOfLeasehold,12,8000000.0
TangibleAssetImpairmentCharges,12,
ImpairmentOfLongLivedAssetsHeldForUse,13,91000000.0
SellingAndMarketingExpense,10,1763000000.0
AdvertisingExpense,12,953000000.0
GeneralAndAdministrativeExpense,10,2025000000.0
AllocatedShareBasedCompensationExpense,11,1120000000.0
ProvisionForDoubtfulAccounts,9,60000000.0
InvestmentIncomeNonoperating,8,721000000.0
ForeignCurrencyTransactionGainLossBeforeTax,8,
OtherNonoperatingIncomeExpense,8,-54000000.0
GainsLossesOnExtinguishmentOfDebt,8,0.0
IncomeLossFromEquityMethodInvestments,6,-6000000.0
IncomeTaxExpenseBenefit,5,-2690000000.0
CurrentIncomeTaxExpenseBenefit,6,185000000.0
CurrentForeignTaxExpenseBenefit,7,158000000.0
CurrentFederalTaxExpenseBenefit,8,19000000.0
CurrentStateAndLocalTaxExpenseBenefit,8,8000000.0
DeferredIncomeTaxExpenseBenefit,6,-2875000000.0
DeferredForeignIncomeTaxExpenseBenefit,7,-4000000.0
DeferredFederalIncomeTaxExpenseBenefit,8,-2410000000.0
DeferredStateAndLocalIncomeTaxExpenseBenefit,8,-461000000.0
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,6,435000000.0
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,6,
TaxAdjustmentsSettlementsAndUnusualProvisions,6,196000000.0
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,2,3000000.0
