API Key,depth,2023
Assets,0,27192600000
AssetsCurrent,1,6282900000
CashAndCashEquivalentsAtCarryingValue,3,2711000000
ShortTermInvestments,3,590700000
AccountsReceivableNetCurrent,4,1794400000
NotesAndLoansReceivableNetCurrent,4,0
ValueAddedTaxReceivableCurrent,4,94200000
InventoryNet,3,514200000
PrepaidExpenseCurrent,2,156800000
ContractWithCustomerAssetNetCurrent,2,69000000
CapitalizedContractCostNetCurrent,2,84100000
DerivativeAssetsCurrent,3,114400000
OtherAssetsCurrent,2,515800000
AssetsNoncurrent,1,20909700000
OperatingLeaseRightOfUseAsset,2,694800000
IncomeTaxesReceivableNoncurrent,3,17000000
PropertyPlantAndEquipmentNet,2,13254600000
PropertyPlantAndEquipmentGross,3,28160100000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3,13999600000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,4,3353800000
OtherLongTermInvestments,4,66700000
Goodwill,3,911500000
GoodwillGross,4,1239200000
IntangibleAssetsNetExcludingGoodwill,3,347500000
FiniteLivedIntangibleAssetsNet,4,314400000
FiniteLivedIntangibleAssetsAccumulatedAmortization,5,279600000
FiniteLivedIntangibleAssetsGross,5,594000000
DerivativeAssetsNoncurrent,3,74700000
DeferredIncomeTaxAssetsNet,2,135700000
OtherAssetsNoncurrent,2,947000000
LiabilitiesAndStockholdersEquity,0,27192600000
Liabilities,1,13490200000
LiabilitiesCurrent,2,3465800000
AccountsPayableAndAccruedLiabilitiesCurrent,3,2771600000
AccountsPayableTradeCurrent,5,1120700000
EmployeeRelatedLiabilitiesCurrent,5,249100000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,6,11100000
AccruedIncomeTaxesCurrent,6,135200000
DividendsPayableCurrent,6,359400000
InterestPayableCurrent,6,64700000
ContractWithCustomerLiabilityCurrent,4,439100000
ShortTermBorrowings,4,10700000
LongTermDebtAndCapitalLeaseObligationsCurrent,4,548300000
DerivativeLiabilitiesCurrent,4,228300000
RestructuringReserveCurrent,3,19800000
OtherLiabilitiesCurrent,3,209200000
LiabilitiesNoncurrent,2,10024400000
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent,6,134600000
ContractWithCustomerLiabilityNoncurrent,5,67200000
AssetRetirementObligationsNoncurrent,4,265000000
DeferredIncomeTaxLiabilitiesNet,4,1247400000
LiabilityForUncertainTaxPositionsNoncurrent,4,95600000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,6,190000000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,6,15000000
AccruedEnvironmentalLossContingenciesNoncurrent,4,61800000
OtherLiabilitiesNoncurrent,4,1099100000
OperatingLeaseLiabilityNoncurrent,4,592100000
DerivativeLiabilitiesNoncurrent,5,138200000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1,12443100000
StockholdersEquity,2,13144000000
CommonStockValue,3,249400000
TreasuryStockValue,3,1981000000
AdditionalPaidInCapitalCommonStock,4,1141400000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3,-2786100000
RetainedEarningsAccumulatedDeficit,3,16520300000
MinorityInterest,2,558400000
