API Key,depth,2022
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,3004300000
ProfitLoss,3,1931100000
DepreciationDepletionAndAmortization,5,1185000000
Depreciation,6,1150500000
AmortizationOfIntangibleAssets,7,34500000
ProvisionForDoubtfulAccounts,5,7700000
ShareBasedCompensation,6,53500000
RestructuringCharges,7,0
EnvironmentalRemediationExpense,6,18300000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,5,161900000
IncomeLossFromEquityMethodInvestments,6,264800000
EquityMethodInvestmentDividendsOrDistributions,6,107000000
DeferredIncomeTaxExpenseBenefit,6,165000000
IncreaseDecreaseInAccountsReceivable,8,-43200000
IncreaseDecreaseInLeasingReceivables,7,-91600000
IncreaseDecreaseInOtherReceivables,7,-84400000
IncreaseDecreaseInInventories,6,5200000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6,-31900000
IncreaseDecreaseInOtherOperatingCapitalNet,5,130600000
OtherOperatingActivitiesCashFlowStatement,4,116400000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,3,-3560000000
PaymentsToAcquirePropertyPlantAndEquipment,6,2509000000
ProceedsFromSaleOfPropertyHeldForSale,7,44100000
PaymentsToAcquireInvestments,5,2865500000
ProceedsFromSaleAndMaturityOfOtherInvestments,6,1938000000
PaymentsToAcquireBusinessesNetOfCashAcquired,6,183300000
PaymentsToAcquireEquityMethodInvestments,7,24400000
PaymentsForProceedsFromOtherInvestingActivities,4,-3900000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,3,0
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3,3284700000
ProceedsFromRepaymentsOfShortTermDebt,5,-54900000
ProceedsFromIssuanceOfLongTermDebt,7,4895800000
RepaymentsOfLongTermDebt,7,406600000
ProceedsFromMinorityShareholders,5,17100000
ProceedsFromStockOptionsExercised,7,34100000
PaymentsOfDividendsCommonStock,6,1103600000
ProceedsFromPaymentsForOtherFinancingActivities,4,-97200000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,3,0
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2,14900000
InterestPaidNet,1,67200000
IncomeTaxesPaidNet,0,379900000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,3004300000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,2,3264700000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,2,-3560000000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2,3284700000
NetCashProvidedByUsedInDiscontinuedOperations,1,0
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,2,0
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,2,0
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,2,0
ProceedsFromRepaymentsOfShortTermDebt,0,-54900000
IncomeTaxesPaidNet,0,379900000
CashAndCashEquivalentsAtCarryingValue,1,4468900000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,0,2248700000
CashAndCashEquivalentsAtCarryingValue,1,4468900000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1,3264700000
ProceedsFromLeasePayments,3,162800000
InterestPaidNet,3,67200000
OperatingLeasePayments,3,90000000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,1,0
ProceedsFromRepaymentsOfShortTermDebt,0,-54900000
