CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0001559720,1,2024,12952938863.191648,6333447670.4261675,0.0,6333447670.4261675,4750085752.819626
0001559720,1,2025,15646342167.333261,7650409717.595945,0.0,7650409717.595945,5737807288.196959
0001559720,1,2026,17686082484.494747,8647757786.358276,0.0,8647757786.358276,6485818339.768707
0001559720,1,2027,24051809837.52412,11760333357.079205,0.0,11760333357.079205,8820250017.809402
0001559720,1,2028,27959800540.569298,13671178060.020222,0.0,13671178060.020222,10253383545.015167
0001559720,2,2024,14784486351.708849,7228998116.308986,0.0,7228998116.308986,5421748587.231739
0001559720,2,2025,18042151139.03363,8821860529.714035,0.0,8821860529.714035,6616395397.285526
0001559720,2,2026,22420735497.22112,10962805931.836765,0.0,10962805931.836765,8222104448.877574
0001559720,2,2027,30906372063.15629,15111928822.6525,0.0,15111928822.6525,11333946616.989376
0001559720,2,2028,44479497254.34279,21748621779.399837,0.0,21748621779.399837,16311466334.549877
0001559720,3,2024,11549383375.207054,5647167488.794898,0.0,5647167488.794898,4235375616.5961733
0001559720,3,2025,17571561776.865627,8591761929.617971,0.0,8591761929.617971,6443821447.213478
0001559720,3,2026,24814779637.34445,12133393814.811258,0.0,12133393814.811258,9100045361.108444
0001559720,3,2027,32088744505.506397,15690059706.282194,0.0,15690059706.282194,11767544779.711645
0001559720,3,2028,41788502195.208145,20432837263.745518,0.0,20432837263.745518,15324627947.80914
0001559720,4,2024,11411383105.287249,5579691103.916292,0.0,5579691103.916292,4184768327.937219
0001559720,4,2025,11759028831.359175,5749675386.030114,0.0,5749675386.030114,4312256539.522586
0001559720,4,2026,15689258042.756615,7671393793.418053,0.0,7671393793.418053,5753545345.0635395
0001559720,4,2027,20562482079.252956,10054197398.638458,0.0,10054197398.638458,7540648048.978844
0001559720,4,2028,21753891093.839447,10636746789.757738,0.0,10636746789.757738,7977560092.318304
0001559720,5,2024,14910115497.099178,7290425536.496311,0.0,7290425536.496311,5467819152.372233
0001559720,5,2025,18981188296.703312,9281010592.99328,0.0,9281010592.99328,6960757944.744961
0001559720,5,2026,26410434853.98178,12913602763.633928,0.0,12913602763.633928,9685202072.725447
0001559720,5,2027,32687910738.364304,15983027041.477112,0.0,15983027041.477112,11987270281.107834
0001559720,5,2028,47109399931.037,23034534664.27331,0.0,23034534664.27331,17275900998.204983
0001559720,6,2024,12066754946.768095,5900140641.008218,0.0,5900140641.008218,4425105480.756164
0001559720,6,2025,14481078841.008724,7080644479.182344,0.0,7080644479.182344,5310483359.386759
0001559720,6,2026,19779575661.32808,9671388764.92688,0.0,9671388764.92688,7253541573.69516
0001559720,6,2027,20870930963.25623,10205016057.359026,0.0,10205016057.359026,7653762043.01927
0001559720,6,2028,25073573672.144722,12259933320.180473,0.0,12259933320.180473,9194949990.135355
0001559720,7,2024,13355623013.275852,6530343449.770556,0.0,6530343449.770556,4897757587.327917
0001559720,7,2025,21691877912.85418,10606424926.835728,0.0,10606424926.835728,7954818695.126796
0001559720,7,2026,28201289949.777584,13789256324.137493,0.0,13789256324.137493,10341942243.103119
0001559720,7,2027,43758362805.155716,21396017065.866703,0.0,21396017065.866703,16047012799.400028
