CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0001559720,1,2024,14775673008.336842,7224688758.437567,0.0,7224688758.437567,5418516568.828175
0001559720,1,2025,23558352501.230824,11519053269.987724,0.0,11519053269.987724,8639289952.490793
0001559720,1,2026,31708276285.20122,15504026591.402716,0.0,15504026591.402716,11628019943.552036
0001559720,1,2027,46036182168.53943,22509775873.272934,0.0,22509775873.272934,16882331904.9547
0001559720,2,2024,15350898732.511766,7505950181.904765,0.0,7505950181.904765,5629462636.428574
0001559720,2,2025,20721618260.605442,10132008363.988686,0.0,10132008363.988686,7599006272.991514
0001559720,2,2026,26511002559.988518,12962776183.662834,0.0,12962776183.662834,9722082137.747126
0001559720,2,2027,21396910466.885925,10462198129.870914,0.0,10462198129.870914,7846648597.403186
0001559720,3,2024,11345713095.362616,5547581203.933985,0.0,5547581203.933985,4160685902.9504886
0001559720,3,2025,16338941933.939665,7989062159.692794,0.0,7989062159.692794,5991796619.769595
0001559720,3,2026,24376705517.83434,11919193814.256199,0.0,11919193814.256199,8939395360.69215
0001559720,3,2027,39006877984.16946,19072738867.120872,0.0,19072738867.120872,14304554150.340654
0001559720,4,2024,12923067817.092953,6318841972.883305,0.0,6318841972.883305,4739131479.662478
0001559720,4,2025,15194130863.781752,7429297222.796987,0.0,7429297222.796987,5571972917.09774
0001559720,4,2026,18327713618.196075,8961488689.586847,0.0,8961488689.586847,6721116517.190136
0001559720,4,2027,27739034703.792088,13563232759.774916,0.0,13563232759.774916,10172424569.831186
0001559720,5,2024,12099677846.62762,5916238567.9436655,0.0,5916238567.9436655,4437178925.957749
0001559720,5,2025,14062620480.12089,6876035767.682384,0.0,6876035767.682384,5157026825.761787
0001559720,5,2026,21366040703.10428,10447104100.973345,0.0,10447104100.973345,7835328075.730009
0001559720,5,2027,31464482577.25646,15384821621.167347,0.0,15384821621.167347,11538616215.875511
0001559720,6,2024,11849555963.315643,5793939383.494762,0.0,5793939383.494762,4345454537.621072
0001559720,6,2025,16264167300.129602,7952500477.798573,0.0,7952500477.798573,5964375358.348929
0001559720,6,2026,22424832867.367867,10964809375.200846,0.0,10964809375.200846,8223607031.400635
0001559720,6,2027,31151024910.323544,15231553876.18825,0.0,15231553876.18825,11423665407.141188
0001559720,7,2024,14054354232.934744,6871993917.061669,0.0,6871993917.061669,5153995437.796252
0001559720,7,2025,22509497191.559372,11006206703.82892,0.0,11006206703.82892,8254655027.871691
0001559720,7,2026,33457077969.706436,16359117785.127207,0.0,16359117785.127207,12269338338.845406
0001559720,7,2027,47917319883.88374,23429573874.856537,0.0,23429573874.856537,17572180406.142403
0001559720,8,2024,13429410859.565962,6566422633.662937,0.0,6566422633.662937,4924816975.247203
