API Key,depth,2022
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,2525000000
NetCashProvidedByUsedInOperatingActivities,2,-740000000
DepreciationDepletionAndAmortization,5,67200000
AmortizationOfIntangibleAssets,7,36200000
OtherDepreciationAndAmortization,6,126000000
ProvisionForDoubtfulAccounts,5,107700000
ShareBasedCompensation,6,3003000000
RestructuringCharges,7,151400000
AssetImpairmentCharges,6,36000000
GainsLossesOnExtinguishmentOfDebt,5,0
IncomeLossFromEquityMethodInvestments,6,-8200000
DeferredIncomeTaxExpenseBenefit,6,-20000000
FairValueAdjustmentOfWarrants,5,869000000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6,4000000
IncreaseDecreaseInAccountsPayable,7,-73000000
IncreaseDecreaseInAccruedLiabilities,7,-79000000
OtherOperatingActivitiesCashFlowStatement,4,58000000
NetCashProvidedByUsedInInvestingActivities,2,80000000
PaymentsToAcquirePropertyPlantAndEquipment,6,37000000
PaymentsForProceedsFromOtherInvestingActivities,4,8000000
NetCashProvidedByUsedInFinancingActivities,2,3051000000
ProceedsFromConvertibleDebt,8,0
RepaymentsOfLongTermDebt,7,5000000
ProceedsFromIssuanceInitialPublicOffering,6,3651000000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,7,0
ProceedsFromStockOptionsExercised,7,15000000
PaymentsForRepurchaseOfCommonStock,6,0
PaymentsOfDebtExtinguishmentCosts,4,0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,4,1600000000
ProceedsFromPaymentsForOtherFinancingActivities,4,12000000
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2,134000000
InterestPaidNet,1,130000000
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,2525000000
IncomeTaxesPaid,1,15000000
CashAndCashEquivalentsAtCarryingValue,1,6067000000
PaymentsToAcquireShortTermInvestments,1,3033000000
ProceedsFromSaleOfShortTermInvestments,2,1348000000
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,2,1810000000
CashAndCashEquivalentsAtCarryingValue,1,6067000000
NetCashProvidedByUsedInOperatingActivities,0,-740000000
InterestPaidNet,3,130000000
IncomeTaxesPaid,3,15000000
OperatingLeasePayments,3,63000000
