API Key,depth,2021
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,2059037000.0
NetCashProvidedByUsedInOperatingActivities,2,2189694000.0
DepreciationDepletionAndAmortization,5,85600000.0
Depreciation,6,
AmortizationOfIntangibleAssets,7,23600000.0
AmortizationOfFinancingCostsAndDiscounts,7,8444000.0
OtherDepreciationAndAmortization,6,138319000.0
ProvisionForDoubtfulAccounts,5,27285000.0
ShareBasedCompensation,6,898830000.0
RestructuringCharges,7,112849000.0
AssetImpairmentCharges,6,112545000.0
GainsLossesOnExtinguishmentOfDebt,5,-377248000.0
IncomeLossFromEquityMethodInvestments,6,3500000.0
DeferredIncomeTaxesAndTaxCredits,5,
DeferredIncomeTaxExpenseBenefit,6,10935000.0
ValuationAllowanceDeferredTaxAssetChangeInAmount,7,
FairValueAdjustmentOfWarrants,5,291987000.0
IncreaseDecreaseInClientFundsHeld,6,-1625838000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6,54351000.0
IncreaseDecreaseInAccountsPayable,7,39946000.0
IncreaseDecreaseInAccruedLiabilities,7,165130000.0
OtherOperatingActivitiesCashFlowStatement,4,12207000.0
NetCashProvidedByUsedInInvestingActivities,2,-1351955000.0
PaymentsToAcquirePropertyPlantAndEquipment,6,25322000.0
ProceedsFromSaleAndMaturityOfMarketableSecurities,6,
PaymentsToAcquireBusinessesNetOfCashAcquired,6,0.0
PaymentsForProceedsFromOtherInvestingActivities,4,-500000.0
NetCashProvidedByUsedInFinancingActivities,2,1431159000.0
ProceedsFromConvertibleDebt,8,1979166000.0
RepaymentsOfLongTermDebt,7,1995000000.0
ProceedsFromIssuanceInitialPublicOffering,6,0.0
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,7,50621000.0
ProceedsFromStockOptionsExercised,7,137572000.0
PaymentsForRepurchaseOfCommonStock,6,
PaymentsOfDebtExtinguishmentCosts,4,212883000.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,4,53955000.0
ProceedsFromPaymentsForOtherFinancingActivities,4,0.0
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2,-209861000.0
InterestPaidNet,1,49892000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,2059037000.0
IncomeTaxesPaid,1,17291000.0
CashAndCashEquivalentsAtCarryingValue,1,6067438000.0
PaymentsToAcquireShortTermInvestments,1,4938188000.0
ProceedsFromSaleOfShortTermInvestments,2,1584188000.0
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,2,2026867000.0
CashAndCashEquivalentsAtCarryingValue,1,6067438000.0
NetCashProvidedByUsedInOperatingActivities,0,2189694000.0
InterestPaidNet,3,49892000.0
IncomeTaxesPaid,3,17291000.0
OperatingLeasePayments,3,92286000.0
