API Key,depth,2021
Assets,0,13708474000.0
AssetsCurrent,1,12386380000.0
CashAndCashEquivalentsAtCarryingValue,3,6067438000.0
ShortTermInvestments,3,2255038000.0
EquitySecuritiesFvNi,4,0.0
RestrictedCashCurrent,4,14764000.0
AccountsReceivableGrossCurrent,5,142519000.0
AllowanceForDoubtfulAccountsReceivableCurrent,5,30870000.0
FundsHeldForClients,2,3715471000.0
OperatingLeaseRightOfUseAsset,2,272036000.0
PropertyPlantAndEquipmentNet,2,156585000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3,379194000.0
EquityMethodInvestments,5,17400000.0
IntangibleAssetsNetIncludingGoodwill,2,
Goodwill,3,652602000.0
IntangibleAssetsNetExcludingGoodwill,3,52308000.0
FiniteLivedIntangibleAssetsNet,4,52308000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization,5,60252000.0
FiniteLivedIntangibleAssetsGross,5,112560000.0
DeferredIncomeTaxAssetsNet,2,
OtherAssetsNoncurrent,2,188563000.0
LiabilitiesAndStockholdersEquity,0,13708474000.0
Liabilities,1,8932761000.0
LiabilitiesCurrent,2,6359282000.0
AccountsPayableAndAccruedLiabilitiesCurrent,3,
AccountsPayableCurrent,4,118361000.0
AccruedLiabilitiesCurrent,4,1558243000.0
OtherAccruedLiabilitiesCurrent,5,348430000.0
EmployeeRelatedLiabilitiesCurrent,5,415626000.0
TaxesPayableCurrent,5,25112000.0
DeferredRevenueCurrent,3,903728000.0
LongTermDebtCurrent,5,0.0
BusinessCombinationContingentConsiderationLiabilityCurrent,3,34344000.0
LongTermDebtNoncurrent,4,1982537000.0
OtherLiabilitiesNoncurrent,4,218459000.0
OperatingLeaseLiabilityNoncurrent,4,372483000.0
TemporaryEquityCarryingAmountAttributableToParent,2,0.0
StockholdersEquity,2,4775713000.0
CommonStockValue,3,63000.0
AdditionalPaidInCapital,3,11140284000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax,3,-6893000.0
RetainedEarningsAccumulatedDeficit,3,-6357741000.0
