API Key,depth,2023
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,564000000.0
NetCashProvidedByUsedInOperatingActivities,2,3884000000.0
DepreciationDepletionAndAmortization,5,
Depreciation,6,18000000.0
AmortizationOfIntangibleAssets,7,13000000.0
OtherDepreciationAndAmortization,6,44000000.0
ProvisionForDoubtfulAccounts,5,60000000.0
ShareBasedCompensation,6,1120000000.0
RestructuringCharges,7,0.0
AssetImpairmentCharges,6,0.0
GainsLossesOnExtinguishmentOfDebt,5,0.0
IncomeLossFromEquityMethodInvestments,6,-6000000.0
DeferredIncomeTaxesAndTaxCredits,5,-2875000000.0
DeferredIncomeTaxExpenseBenefit,6,-2875000000.0
ValuationAllowanceDeferredTaxAssetChangeInAmount,7,-2900000000.0
FairValueAdjustmentOfWarrants,5,0.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,6,102000000.0
IncreaseDecreaseInAccountsPayable,7,
IncreaseDecreaseInAccruedLiabilities,7,580000000.0
OtherOperatingActivitiesCashFlowStatement,4,83000000.0
NetCashProvidedByUsedInInvestingActivities,2,-1042000000.0
PaymentsToAcquirePropertyPlantAndEquipment,6,
ProceedsFromSaleAndMaturityOfMarketableSecurities,6,2380000000.0
PaymentsForProceedsFromOtherInvestingActivities,4,114000000.0
NetCashProvidedByUsedInFinancingActivities,2,-2430000000.0
ProceedsFromConvertibleDebt,8,0.0
RepaymentsOfLongTermDebt,7,0.0
ProceedsFromIssuanceInitialPublicOffering,6,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,7,
ProceedsFromStockOptionsExercised,7,110000000.0
PaymentsForRepurchaseOfCommonStock,6,2252000000.0
PaymentsOfDebtExtinguishmentCosts,4,0.0
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,4,1224000000.0
ProceedsFromPaymentsForOtherFinancingActivities,4,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2,152000000.0
InterestPaidNet,1,55000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,0,564000000.0
IncomeTaxesPaid,1,132000000.0
CashAndCashEquivalentsAtCarryingValue,1,6874000000.0
PaymentsToAcquireShortTermInvestments,1,3308000000.0
ProceedsFromSaleOfShortTermInvestments,2,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,2,
CashAndCashEquivalentsAtCarryingValue,1,6874000000.0
NetCashProvidedByUsedInOperatingActivities,0,3884000000.0
InterestPaidNet,3,55000000.0
IncomeTaxesPaid,3,132000000.0
OperatingLeasePayments,3,84000000.0
